nom,region,departement,sous_prefecture,latitude,longitude,population
"Kanawolo","","","","8.7848464","-5.3115165",""
"N'Dèbo","","","","6.989426","-5.2753849",""
"Nanwokaka","","","","8.8949697","-5.3750266",""
"Napié","","","","9.2914786","-5.5902741",""
"Waraniéné","","","","9.425556","-5.668618",""
"Bandoli","","","","8.5928764","-2.7051963",""
"Kamala","","","","8.437192","-2.721342",""
"Tagadi","","","","8.6351125","-2.6267038",""
"Zorofla","","","","7.244255","-6.262794",""
"Gorangui","","","","8.2987592","-3.243041",""
"Ngala","","","","8.3605331","-4.3650238",""
"Panayo","","","","8.2533816","-3.2604727",""
"Saforo","","","","8.2977257","-4.3833728",""
"Tindikan","","","","8.3379573","-4.3846677",""
"Parala","","","","8.4237595","-4.6419926",""
"Korékipréa","","","","6.5624204","-6.5534346",""
"Damé","","","","7.0660453","-3.1462227",""
"Kotokosso","","","","7.0724065","-3.1281813",""
"Tortiya","","","","8.7710705","-5.6868652",""
"Kéningouara","","","","10.1620825","-7.7866896",""
"Sokouraba","","","","10.0563785","-7.6204796",""
"Niamina","","","","10.0731114","-7.6824515",""
"Dierila","","","","10.0877544","-7.754277",""
"Tamafrou","","","","8.7536382","-6.195634",""
"Kafégué","","","","8.6680557","-6.1579718",""
"Takyikroum","","","","7.2377879","-2.958893",""
"Kouame Dari","","","","7.6739091","-2.9298698",""
"Kouassisserenou","","","","7.65418","-2.9120311",""
"Ngam","","","","7.6812752","-2.8959376",""
"Mantoukoua","","","","7.7214655","-2.899126",""
"Assuéfry","","","","7.6993299","-2.9809712",""
"Tambi","","","","8.2346521","-2.5719409",""
"Vonkoro","","","","9.172897","-2.7436915",""
"Dobe - Mahidio","","","","6.1948057","-5.9789847",""
"KPAPEKOU","","","","6.2509618","-5.9504731",""
"Ouragahio","","","","6.3083585","-5.9312428",""
"SIEGOUEKOU","","","","6.3438169","-5.8990186",""
"Broudoumé","","","","6.3644179","-5.8714904",""
"Sémé","","","","10.1580743","-6.945423",""
"Krakro","","","","7.5306383","-3.1479446",""
"Koyarabo","","","","7.8007547","-5.7108679",""
"Bourébo","","","","7.9127591","-5.6555761",""
"Kendé Kan","","","","7.9702552","-5.6936355",""
"Sakassou","","","","7.4534806","-5.2923493","17000"
"Rousses","","","","7.8841909","-5.6746112",""
"Kendé Dan","","","","7.8787014","-5.6727389",""
"Dibinou","","","","7.8466126","-5.4392132",""
"Péténou","","","","7.8418004","-5.4134844",""
"Zangokro","","Béoumi","","7.8456239","-5.5707362",""
"Pli-Akakro","","Béoumi","","7.8422819","-5.5620118",""
"Safoukro","","","","7.8775354","-5.5850695",""
"Akomiakro","","Béoumi","","7.8739433","-5.5788682",""
"Goliblénou","","","","7.4994047","-5.3216793",""
"Bodokro","","","","7.8609092","-5.4776421",""
"Angan Kouadiokro","","","","7.6465183","-5.2058607",""
"Dila","","Sakassou","","7.6131389","-5.2049516",""
"Angokoun Kouadiobonou","","","","7.6187562","-5.2417738",""
"Allouboty","","","","7.5845107","-5.2453183",""
"Komokonouan","","","","7.5756746","-5.257038",""
"Solla Tengbe","","","","7.5841897","-5.2099531",""
"Mahounou Kongadja","","","","7.5191341","-5.2575814",""
"Angamankro","","","","7.4983552","-5.1749799",""
"Mangofi","","","","7.4655824","-5.217447",""
"Kanango Kpli","","Sakassou","","7.4600883","-5.21917",""
"Kpanigokro","","","","7.4238939","-5.2181292",""
"Kanango Ahobé","","Sakassou","","7.4525108","-5.1873749",""
"Attiakro","","","","7.4342276","-5.2496498",""
"Ahoué Kansi","","","","7.3679871","-5.2124328",""
"Koumélé","","","","7.3309378","-5.3706875",""
"Zede Kaabo","","","","7.6132552","-5.4372625",""
"Blapleu","","","","7.2476678","-8.0150641",""
"Boundiali","","","","9.5232291","-6.4820197","92792"
"Naouna","","","","10.3279267","-7.6026198",""
"Ayamé","","","","5.6060185","-3.1571915",""
"Tienni","","","","10.064763","-7.9210153",""
"Wahiré","","","","10.1199579","-6.9181213",""
"Songon-Kassemblé","","","","5.3197977","-4.2099531",""
"Masabwédougou","","","","8.4366584","-7.6323045",""
"Kasséré","","","","9.8268243","-6.2171409",""
"Nondara","","","","9.533315","-6.529687",""
"Parako","","","","9.505743","-7.501345",""
"Samankoungolo","","","","9.516667","-7.5",""
"Siempurgo","","","","9.5207745","-6.1937393",""
"Kotoula","","","","10.1175858","-7.3935785",""
"Konéla","","","","10.2958135","-7.6109302",""
"Kadiakro","","","","5.3857253","-3.1787909",""
"Tiogo","","","","10.1662649","-6.3064937",""
"Nambira","","","","10.1299975","-5.9037149",""
"Mahalé","","","","10.1303175","-6.5776328",""
"Bougoula","","","","10.1522193","-6.3319865",""
"Sanahoulé","","","","10.2277838","-6.3354197",""
"Wora","","","","10.0849819","-6.3295821",""
"Tiorotiérie","","","","10.0897183","-6.2083849",""
"Pouniakélé","","","","10.1334838","-6.5163047",""
"Tokala","","","","10.2379645","-6.6344946",""
"Ouassangalasso","","","","10.1741132","-6.6289151",""
"Famitiéguélé","","","","10.1126961","-6.0479575",""
"Zankouana","","","","10.0594495","-5.9626053",""
"Flabougou","","","","10.4969909","-6.466204",""
"Iboké","","","","4.6838757","-7.4040142",""
"Palmci Iboke V1","","","","4.7339344","-7.4000682",""
"Olodio","","","","4.7131472","-7.46919",""
"Tabou","","","","4.4162799","-7.3559159","62719"
"Séguéla","","","","7.9614107","-6.6702351","103980"
"Daoukro","","","","7.0579401","-3.9660686","101136"
"Sapia","","","","8.029093","-2.9770498",""
"Zaranou","","","","6.427546","-3.363223",""
"Bianouan","","","","6.011387","-3.191605",""
"Ebilassokro","","","","6.376572","-3.347126","28331"
"Déma","","","","7.3084466","-6.4812891",""
"Lopou","","","","5.420292","-4.473253",""
"Grand-Béréby","","","","4.6507586","-6.9247355","129340"
"Bettié","","","","6.0754417","-3.4095784",""
"Yakassé-Attobrou","","","","6.1824665","-3.6512284",""
"Biankouma","","","","7.738348","-7.612799","25000"
"Kossou","","","","7.0022851","-5.4802327","32320"
"Bako","","","","9.139589","-7.610936",""
"M’Bahiakro","","","","7.4561347","-4.3391645",""
"Mankono","","","","8.0577294","-6.1897808","74165"
"Tiéningboué","","","","8.1785845","-5.7220863",""
"Toulépleu","","","","6.580899","-8.4150175","22000"
"Yaou","","","","5.7995518","-3.1390829",""
"Arrah","","","","6.6745413","-3.970127",""
"Attiégouakro","","","","6.7760146","-5.1178031","14863"
"Botro","","","","7.8525444","-5.3103708","15000"
"Fresco","","","","5.1041847","-5.5860818","48098"
"Guéyo","","","","5.6899568","-6.0710499",""
"Guitry","","","","5.5191489","-5.2401038",""
"Kaniasso","","","","9.814673","-7.511101",""
"Koro","","","","8.5536789","-7.4623837",""
"Kouakoukrakro","","","","7.4714543","-3.2512595",""
"M’Batto","","","","6.4695017","-4.3585668",""
"Nasian","","","","9.3977012","-4.4798715",""
"Ouaninou","","","","8.23753","-7.867145",""
"Koffi-Amonkro","","","","7.4689475","-3.9617169",""
"Prikro","","","","7.6470835","-3.9973171",""
"Transua","","","","7.5495016","-3.0136612",""
"Zoukougbeu","","","","6.762992","-6.864266",""
"Adiopodoumé","","","","5.3414445","-4.1332269",""
"Niangbo","","","","8.8065961","-5.1609414",""
"Gbéléban","","","","9.583453","-8.1304389",""
"Grabo","","","","4.9238146","-7.4960474",""
"Zéalé","","","","6.9879538","-8.1605632",""
"Sifié","","","","7.9839092","-6.9273181","31264"
"Diawala","","","","10.108501","-5.472799",""
"Kaouara","","","","10.091164","-5.194624",""
"Bouandougou","","","","8.2176026","-5.6681595",""
"Guibéroua","","","","6.2388602","-6.1713177",""
"Bolé","","","","9.6683847","-4.2461961",""
"Kafolo","","","","9.5861092","-4.3120299","1150"
"Lobo","","","","9.6303288","-4.2786784",""
"Ouango-Fitini","","","","9.5962888","-4.0487634",""
"Brobo","","","","7.6408009","-4.8254775",""
"Ouellé","","","","7.2964128","-4.0141563",""
"Azaguié Aoua","","","","5.6393654","-4.0549554",""
"Azaguié Makouguié","","","","5.6251669","-4.1497921",""
"Azaguié","","","","5.6327759","-4.0855505",""
"Marabadjassa","","Béoumi","","8.0955963","-5.439612",""
"Addah","","","","5.1743764","-4.6516414",""
"Attoutou B","","","","5.2211909","-4.5722006",""
"Bobanié","","","","9.7866826","-3.6539445",""
"Brovilla","","","","8.3854066","-3.7328074",""
"Boundouyo","","","","8.3537521","-3.7191926",""
"Bébou","","","","6.361736","-3.4116265",""
"Dassiéko","","","","5.0510803","-5.8065095",""
"Fadiadougou Sakoré","","","","8.7039274","-6.559189",""
"Fadiadougou Sokoura","","","","8.6818258","-6.4823657",""
"Fassélémon","","","","9.2785901","-4.5321229",""
"Foungbesso","","","","7.9483324","-7.6764215",""
"Fouénan","","","","8.1170497","-7.6720572",""
"Gribouo","","","","6.1867543","-6.9075362",""
"Kinta","","","","8.8669253","-2.7895665",""
"Kraffy","","","","5.1554467","-4.7827042",""
"Paatogo","","","","9.0930827","-6.5950441",""
"Sagbagui","","","","8.3401803","-3.743111",""
"Sanlo","","","","8.2263529","-3.7597309",""
"Santa","","","","8.2700773","-8.0607591",""
"Sogbeni","","","","7.8910642","-7.6754447",""
"Sominassé","","","","8.3744057","-3.7576583",""
"Toumbo","","","","7.8290969","-3.8877319",""
"Zaguinasso","","","","10.0507582","-6.365132",""
"Attoutou A","","","","5.2713334","-4.5444445",""
"Braffédon","","","","5.14846","-4.9852871",""
"Moromoro","","","","9.7364779","-4.2414252",""
"Mémni","","","","5.5120292","-3.7404763",""
"Gbéssé","","","","5.839402","-4.29264",""
"Loviguié 1","","","","5.807606","-4.338357",""
"Loviguié 2","","","","5.812758","-4.333506",""
"Offoriguié","","","","5.8816969","-4.2611586",""
"Oneohogo","","","","5.888122","-4.244891",""
"Abouandrikro","","","","6.507492","-5.114899",""
"Lalièkro","","","","6.483892","-5.115527",""
"Yobouékro","","","","6.5212163","-5.1119262",""
"Zouhounou","","","","6.6137461","-3.2916991",""
"Biasso","","","","6.113802","-3.787552",""
"Ehuiasso alongounou","","","","6.3255752","-3.4439023",""
"Assué Mossi","","","","5.1563632","-2.998113",""
"Nzabénou","","","","5.1249884","-2.978846",""
"Landiougou","","","","9.782835","-6.291558",""
"Bogomougou","","","","9.9088631","-6.0968298",""
"Tiasso","","","","9.7110928","-6.2537922",""
"Tiolo","","","","9.9458987","-6.081383",""
"Abéguié","","","","5.7998323","-4.1458284",""
"Affery","","","","6.3203753","-3.9523616",""
"Grand Yapo","","","","5.826339","-4.154524",""
"Yapo Kpa","","","","5.8060127","-4.1434704",""
"Adjouan","","","","5.309949","-3.152315",""
"Akounougbé","","","","5.182782","-3.17836",""
"Tanguélan","","","","7.164994","-3.305516",""
"Akoboissué","","","","6.96348","-3.232404",""
"Amélékia","","","","6.830358","-3.575224",""
"Bongo","","","","5.5020219","-3.511137",""
"Diamarakro","","","","6.236807","-3.32006",""
"Duffrébo","","","","7.089764","-3.446244",""
"Etuéboué","","","","5.2108493","-3.214726",""
"Kouakro","","","","5.443995","-2.906423",""
"Niablé","","","","6.661286","-3.269839",""
"Noé","","","","5.2904138","-2.7944511",""
"Assué Deux","","","","5.133183","-2.995476",""
"Assué","","","","5.131336","-3.003315",""
"Ndara","","","","9.4589221","-6.3993119",""
"Gonzagueville","","","","5.248033","-3.8958501",""
"Songon","","","","5.3249036","-4.2516692","89778"
"Aboisso Comoé","","","","5.735096","-3.403379",""
"Alosso-II","","","","5.5728027","-3.4976528",""
"Danguira II","","","","5.656818","-3.7699044",""
"Abongoua","","","","6.247086","-3.543347",""
"Biéby","","","","6.078725","-3.635475",""
"Annépé","","","","5.906118","-3.769865",""
"Yakassémé","","","","5.8109685","-3.9512341",""
"Agou","","","","5.982888","-3.943933",""
"Assikoa","","","","5.993256","-3.80923",""
"Bécouéfin","","","","6.480855","-3.84625",""
"Bécédi-Brignan","","","","5.909088","-4.012805",""
"Attobrou","","","","6.090212","-4.058897",""
"Guessigué 1","","","","5.738526","-4.235497",""
"Zébra","","","","6.921257","-6.529482",""
"Aboudé","","","","5.898007","-4.5615469",""
"Azaguié","","","","5.662774","-4.146397",""
"Oress-Krobou","","","","5.732399","-4.394703",""
"Céchi","","","","6.2461664","-4.4208711","25967"
"Binao","","","","5.796859","-4.662311",""
"Boussué","","","","5.792666","-4.65974",""
"Gbolouville","","","","5.7914243","-4.6640566",""
"Morokro","","","","6.077604","-4.703057",""
"Pacobo","","","","6.167423","-4.937226",""
"Taabo village","","","","6.1995387","-5.1100968",""
"Bongo Deux","","","","5.530478","-3.514318",""
"Bongo","","","","5.5096702","-3.5488911",""
"Oghlwapo","","","","5.402526","-3.7435433",""
"Johnykro","","","","5.2911535","-4.0834193",""
"Sicor","","","","5.2774096","-4.109881",""
"Ahouanou","","","","5.505652","-4.858796",""
"Ebonou","","","","5.123977","-5.346935",""
"Pandah","","","","5.278826","-4.530295",""
"Toukouzou","","","","5.153406","-4.79233",""
"Toupah","","","","5.3190129","-4.5651395",""
"Yocoboué","","","","5.269325","-5.106577",""
"Blaneu","","","","7.2897212","-8.0384733",""
"Agboro","","","","5.7366931","-5.4848185",""
"Chiépo","","","","5.695194","-5.062514",""
"Dairo","","","","5.6612194","-5.4756163",""
"Didizo","","","","5.6544515","-5.468242",""
"Hermankono DIES","","","","5.5795602","-5.3695502",""
"Lauzoua","","","","5.203268","-5.310133",""
"Aparagra","","","","6.141062","-5.145549",""
"Ogoudou","","","","5.8970201","-5.158872",""
"Pahia","","","","5.902417","-5.1623837",""
"Godiéko","","","","6.1532128","-5.6920513",""
"Gagoré","","","","6.0501372","-5.6292961",""
"Goudouko","","","","5.736654","-5.615811",""
"Zikisso","","","","6.06396","-5.702452",""
"Doukouyo","","","","5.842329","-5.971341",""
"Sérihio","","","","5.8993975","-6.1179769",""
"Badiépa","","","","6.266017","-5.82291",""
"Bayota","","","","6.464774","-5.954267",""
"Bayékou-Bassi","","","","6.210533","-5.911108",""
"Dahiépa-Kéhi","","","","6.212558","-5.846277",""
"Dignago","","","","6.291639","-6.2794254",""
"Dougroupalégnoa ( Doroubé)","","","","5.9909961","-5.9349793",""
"Gnagbodougnoa","","","","5.966114","-5.8413487",""
"Grand Gbassi","","","","6.2132604","-5.8962845",""
"Djedje Digbeupa","","","","6.20963","-5.8674687",""
"Krobokpa","","","","6.2869003","-5.8217627",""
"ZEGREPA","","","","6.2452712","-5.8393606",""
"MAGBEHI","","","","6.3092513","-5.8268486",""
"Tiépa","","","","6.236943","-5.921069",""
"KEHI GBAHI","","","","6.2294438","-5.8415444",""
"Yopohué","","","","6.395964","-5.829518",""
"Guépahouo","","","","6.472681","-5.70615",""
"Dahiri","","","","5.2831718","-5.5257909","34821"
"Gbagbam","","","","5.465372","-5.5874761",""
"Grihiri","","","","5.430326","-6.348664",""
"Lobakuya","","","","5.449532","-6.2033258",""
"Médon","","","","5.2068668","-6.216912",""
"Garoubré","","","","5.2820835","-6.2374254",""
"Zabré","","","","5.3093798","-6.2695743",""
"Lobakuya","","","","5.085563","-6.345215",""
"Belleville","","","","6.168669","-6.875199",""
"Okrouyo","","","","5.7655724","-6.4080341","120053"
"Dogbo","","","","4.9419422","-7.0435551","61632"
"Djamandioké","","","","4.4295958","-7.4703822",""
"Djoutou","","","","4.4166952","-7.5089379",""
"Djouroutou","","","","5.36758","-7.284124",""
"Afounvanso","","","","7.652214","-3.874449",""
"Agnianou","","","","7.687202","-3.757466",""
"Akanangbo","","","","7.5484672","-3.8872984",""
"Bognankro","","","","7.8606241","-4.0131502",""
"Famienkro","","","","7.8632226","-3.9856387",""
"Faramoukro","","","","7.4975309","-3.8547845",""
"Koffi Akakro","","","","7.423655","-3.823345",""
"Nafana","","","","7.6047096","-3.7320934",""
"Zanzansso","","","","7.373562","-3.877821",""
"Kondossou","","","","7.716352","-4.506162",""
"Akpassanou","","","","7.353851","-4.450738",""
"Ananda Kouassikro","","","","7.2839672","-4.2554491",""
"Atoukoukouakoukro","","","","6.808578","-4.435153",""
"Bengassou","","","","6.794191","-4.485144",""
"Bonguéra","","","","7.666626","-4.243349",""
"Ettrokro","","","","7.258925","-3.7597319",""
"Kouadioblékro","","","","6.934161","-4.317165",""
"Kouassi-Kouassikro","","","","7.341414","-4.67709","25000"
"N’Gattakro","","","","7.0633791","-3.7558267",""
"N’Zécrézessou","","","","7.071576","-4.280357",""
"Samanza","","","","7.498933","-3.573345",""
"Abigui","","","","6.69462","-4.833791",""
"Adahou","","","","6.8090256","-4.8334195",""
"Akakro","","","","6.319447","-4.925304",""
"Andé","","","","6.781764","-4.085171",""
"Angoda","","","","6.677086","-5.0226804",""
"Assahara","","","","6.666432","-4.497748",""
"Assié-Koumassi","","","","6.7696278","-4.2894704",""
"Bouafoukro","","","","6.671634","-4.474526",""
"Diangokro","","","","6.759912","-4.584759",""
"Ediakro","","","","6.651632","-4.808024",""
"Faafoué Etienkro","","","","6.775834","-4.826161",""
"Trianikro","","","","6.851385","-4.806779",""
"Kokumbo","","","","6.5417134","-5.2559473",""
"Komién Kouassikro","","","","6.7220342","-4.8478776",""
"Kpouèbo","","","","6.334405","-4.856185",""
"Krégbé","","","","6.972491","-3.984164",""
"Moronou","","","","6.320429","-4.9711966",""
"N’Guessankro","","","","6.634682","-4.303493",""
"Tiémélékro","","","","6.4970737","-4.6155256",""
"Boli","","","","7.226483","-4.806659",""
"Didiévi","","","","7.12866","-4.898041",""
"Lomokankro","","","","7.08481","-5.031292",""
"Molonou","","","","7.158316","-5.366936",""
"Molonou-Blé","","","","7.4062989","-4.9847195",""
"Tié-N’Diékro","","","","7.4274242","-4.7651872",""
"Yakpabo-Sakassou","","","","6.927523","-4.886899",""
"Bazré","","","","6.7232563","-5.486779",""
"Bégbessou","","","","7.066973","-5.597375",""
"Kouétinfla","","","","6.619076","-6.0454566",""
"Maminigui","","","","7.401832","-5.840772",""
"N’Douffoukankro","","","","6.8619469","-5.8217423",""
"Tibéita","","","","7.182714","-5.823227",""
"Zaguiéta","","","","6.788149","-6.062872",""
"Bazra-Nattis","","","","7.608258","-6.521491",""
"Dananon","","","","7.6086572","-6.3639444",""
"Dania","","","","7.1523989","-6.8416126","106612"
"Domangbeu","","","","6.868962","-7.0238361",""
"Gboguhé","","","","6.757276","-6.583705",""
"Guéssabo","","","","6.736676","-6.95487",""
"Iboguhé","","","","6.548104","-6.84419",""
"Nahio","","","","6.384233","-6.22736",""
"Kéréguhé","","","","6.4243017","-6.6880769",""
"Niatiahio","","","","6.375918","-6.276018",""
"Saïoua","","","","6.4873195","-6.2761554","100085"
"Doké","","","","6.592811","-8.112052",""
"Nizahon","","","","6.3784635","-7.3952194",""
"Nézobly","","","","6.5996432","-8.4726373",""
"Diéouzon","","","","7.155748","-7.322195",""
"Gbapleu","","","","6.4793237","-7.1583802",""
"Gohouo","","","","7.054022","-7.44035",""
"Guinglo-Tahouaké","","","","7.035109","-7.164899",""
"Kranzadougou","","","","6.484963","-7.201009",""
